scenario,month,inflow,outflow
10,5,12286.877075124019,9652.755260718262
10,6,14748.07966394132,12438.637399608207
10,7,12968.95376362072,9506.145404025741
10,8,13732.785501172435,9722.831137116467
10,9,12043.6651563611,11014.929852889092
10,10,14815.147067637854,9205.88606613756
10,11,15465.732620367568,12602.161958079043
11,0,15713.784932033514,10799.286232785562
11,1,15317.786130311792,8220.983280101918
11,2,9050.303928708303,9547.860762484848
11,3,9713.217591563582,11716.358973193568
11,4,11612.76010893744,9349.634525957337
11,5,13931.166962479412,10591.691841480155
11,6,14506.027434089208,9094.716912393968
11,7,12948.953421418995,9148.576530125385
11,8,15001.506783804629,10159.078137080447
11,9,13872.337708368319,11948.18761967123
11,10,15654.881265479418,7235.682444673215
11,11,14134.619602379371,7456.210361968081
12,0,11463.928338111671,7702.103541695994
12,1,15687.703538084994,8319.611228266178
12,2,12027.643696226309,11245.862566756738
12,3,12681.843273966075,8280.13190012197
12,4,14923.95467884515,11002.461683276772
12,5,17279.507526772526,9450.463126008031
12,6,8582.117452152333,9886.134896816131
12,7,14672.469914733003,8316.074420461631
12,8,14016.69144031468,10258.227544845917
12,9,14051.268656027945,7218.364532626416
12,10,12857.920705496092,8428.798195952804
12,11,10049.795822221062,11909.204062507562
13,0,11619.629324797661,9180.96701452244
13,1,12987.045982955331,8823.07322911109
13,2,17137.81667468638,9549.86128550192
13,3,12800.195260359194,11399.945249964643
13,4,14939.451022079302,10820.221823151536
13,5,11927.72487639744,8997.533391860106
13,6,11919.418323546864,9557.912711199373
13,7,17795.140406898427,10073.389624539594
13,8,13409.19570044642,10484.44847066946
13,9,16369.223896252905,10142.585126889502
13,10,18376.170083346162,8422.012670108843
13,11,14154.727352013244,9293.548507233716
14,0,11717.258011554664,10180.510488662218
14,1,7575.824006564539,9969.98222016569
14,2,13425.12410589884,11473.601433525717
14,3,9864.398538450938,10094.34757588953
14,4,17408.580148901987,8071.895798019331
14,5,14130.029250526934,10588.230448562712
14,6,12509.66342515547,9497.897500359844
14,7,11031.38207020305,10486.197068665002
14,8,18374.15880083227,9426.68943999732
14,9,12913.126733840236,9580.941741541243
14,10,17945.87867734949,11684.963806733798
14,11,14211.176753182825,8493.522325533995
15,0,13226.110149333072,10757.106424068745
15,1,13365.802733080485,8676.84747745419
15,2,10421.542668387765,6432.980933465203
15,3,11994.031050065209,8901.043719281693
15,4,13837.594634643885,10917.895715628987
15,5,8910.336310650448,11167.268102833703
15,6,7608.1853485008605,10430.975422375239
15,7,16608.71174777361,9979.402431602588
15,8,13575.570625279874,10013.584809388101
15,9,16211.771593977575,9939.124182836887
15,10,15684.293206972767,8284.122300582309
15,11,17080.391097295596,9664.136127862239
16,0,13137.694370860787,9666.856206808727
16,1,9721.910424708636,11415.613903662634
16,2,11512.009767683801,8862.703612710691
16,3,13176.308251134495,9243.081609801267
16,4,10434.441867987645,7747.268713841689
16,5,13594.553497811266,8953.302355916487
16,6,15363.315876966286,9703.959158599422
16,7,11734.15483947286,8756.610747908533
16,8,12099.562649674917,11354.173707768234
16,9,16095.958719761578,7739.828583577903
16,10,16102.6283643048,8295.294771888963
16,11,14000.86976463215,8195.95075358454
17,0,12413.708278426206,9725.166520732952
17,1,14073.926597408607,9413.24541467697
17,2,12450.179222012841,6749.737691839158
17,3,11565.59669622268,11344.595656442667
17,4,7722.715292752283,10357.67851120196
17,5,13437.442373638902,9038.310056826538
17,6,20218.817806054085,9106.246286944946
17,7,12224.676118288637,9254.23844941369
17,8,14511.04176809764,10957.690547707094
17,9,13314.61053930055,9277.76194205823
17,10,14780.290396620967,7835.5523364502415
17,11,11671.993597247538,8478.1461153936
18,0,8654.129450677312,10744.681011155739
18,1,12448.804631198,11475.162777160198
18,2,12802.292371751948,12030.196676850472
18,3,13447.130409548825,10892.708992267631
18,4,18076.80292102314,10594.18663874628
18,5,11905.107548281694,9104.244188498209
18,6,10081.046269767869,11498.236758189374
18,7,16033.709275684376,9412.425617441038
18,8,11298.627042341874,7887.411559287506
18,9,14671.016070239833,9042.40554872423
18,10,13068.246750429007,9920.130784905692
18,11,12073.397501704054,10441.846023624457
19,0,13625.620136966341,8701.935084865712
19,1,10216.409489661371,9520.77651622731
19,2,7906.500629017324,8204.897877593969
19,3,16931.640270806194,8193.763203972805
19,4,13241.688738670216,9819.117290870166
19,5,14709.363956131543,9992.274771051125
19,6,9672.343451962137,10145.304469535842
19,7,11948.368940507766,9181.327346801736
19,8,14495.475293765,8438.560703041194
19,9,13044.083983660801,7396.16846035322
19,10,17811.591288325002,8769.679758032782
19,11,12779.419389509942,10838.691005942539
20,0,9201.266675758683,11979.638482142745
20,1,12825.600183345638,10230.766661841288
20,2,11816.795112632954,10478.256540516624
20,3,10861.518552591997,10032.25091297875
20,4,8453.505301421088,9145.904733045809
20,5,10295.65339198142,10475.372600905555
20,6,13383.017906417308,10138.854287896236
20,7,12566.604065468273,10237.891704696856
20,8,13674.326173834203,9174.95371515253
20,9,15627.324836114112,10191.353674879225
20,10,10607.242125216011,8847.294202173664
20,11,15162.618575782766,10362.054999098837
21,0,10009.210030299253,8849.606208295447
21,1,11035.612066319145,9464.449572733261
21,2,8954.916054259871,9778.32593518962
21,3,16347.792894305974,6627.84551692248
21,4,8401.646414766288,8784.593620754917
21,5,12478.728836691875,11941.742393763994
21,6,12418.111953688414,8240.674432706768
21,7,14077.410720164069,10910.35605848425
21,8,11193.51114209278,8945.392194487229
21,9,12397.397979217321,8913.15402169105
21,10,14598.219433421542,9622.27732430411
21,11,14593.544782074498,9280.566440600165
22,0,11363.275416204191,8761.211369416193
22,1,14013.961802922136,9077.290998013752
22,2,10848.66102834183,10412.867712960608
22,3,10635.18705031207,12210.74402732923
22,4,16577.083905535004,10251.010626170617
22,5,16762.116010367772,10468.503763178072
22,6,8440.041181091497,9716.162109124738
22,7,10567.149249385053,8909.699714114544
22,8,10008.688209256547,8807.80598376822
22,9,11741.140122031555,10138.8429544436
22,10,17035.301184191212,9015.56129544242
22,11,17481.711665140927,9050.072155306352
23,0,15096.770588683474,8542.974517249964
23,1,13044.98006333775,9998.57858454882
23,2,11280.426970789884,10653.799341822283
23,3,12266.1117103217,9031.493188732738
23,4,13517.8651560333,10028.08611914241
23,5,8258.847609577046,9402.835046639586
23,6,10107.527751786145,9828.559482800994
23,7,13468.408367708764,9979.493616758156
23,8,8770.420608969822,11409.997293268303
23,9,14911.830892205136,10193.531352756538
23,10,10526.833939886941,9618.68156556029
23,11,15922.381050822687,9781.792432099941
24,0,8430.970217370277,10419.540303025458
24,1,14037.943779589516,9959.751444633703
24,2,11618.172793086671,8795.59060225663
24,3,11609.456559542461,8336.115835510458
24,4,8561.786136677427,9755.420390167328
24,5,12233.355073473353,8432.867658525956
24,6,15836.945879728455,8963.267929736874
24,7,11973.991615401834,9960.283715694593
24,8,18500.252322434608,8974.31978552367
24,9,11314.366573972697,10025.864932169523
24,10,15428.974375970844,10201.65444580946
24,11,15170.769988792254,9046.552667941085
25,0,9155.534596594647,8628.877332478492
25,1,12008.248167664951,8987.845366051088
25,2,13114.087757452558,10365.300177812676
25,3,15530.855208879575,10593.235414366476
25,4,12895.0862287596,8070.392480811686
25,5,11666.627452624074,8894.592108142524
25,6,11308.960351568412,10454.610631343488
25,7,10040.982840955416,11728.764724868868
25,8,12335.43999692348,12408.263391511922
25,9,15978.866939165924,10892.472079437066
25,10,12389.517914288463,9475.387213992497
25,11,18637.138554839923,8710.86661958974
26,0,12389.664797534702,9044.661180905354
26,1,10296.791468349678,9559.093158778773
26,2,12988.765889924598,10954.599129824459
26,3,10903.838166298261,7741.169560837718
26,4,17421.471252544976,8831.940824487881
26,5,18717.99563782386,8786.742854442737
26,6,14681.004542747127,8815.972080331207
26,7,12987.408730560863,8271.667176998973
26,8,14233.575271088712,8675.462409589252
26,9,20608.971826795383,9673.594497294504
26,10,15809.715178487315,10355.65905834346
26,11,13518.10474673437,7027.978178728199
27,0,7452.84308311592,8917.221953287913
27,1,14856.42677736667,10432.909932338196
27,2,14499.208445721964,6203.585158450281
27,3,15941.240242409925,9490.997922789105
27,4,11624.451035087632,9512.889969000795
27,5,13241.892118554753,10900.103039720027
27,6,14557.016228665565,9138.600835987432
27,7,10848.314170550215,10665.5541959172
27,8,14765.529712056083,8360.588132147075
27,9,16156.435049220858,8340.514280409905
27,10,12686.668109916714,6892.81639697447
27,11,13972.57417025294,9160.206591510023
28,0,13695.52089097344,7776.541430019381
28,1,12285.740868343735,9255.246410562395
28,2,8670.376722618234,11821.039302942077
28,3,12814.031691408742,10654.572430728185
28,4,13601.2677463492,10938.712562736178
28,5,15402.735030747219,9130.576135045674
28,6,12906.537065766,10599.043966116698
28,7,15358.321151612268,10644.546999645334
28,8,17572.414563386985,9693.800509777808
28,9,14232.16359809926,7953.211239366604
28,10,13067.785623695456,9257.346727424105
28,11,12597.639106829081,10164.812011098595
29,0,13947.325410471207,10399.485964190935
29,1,13799.491594030413,9939.790898974858
29,2,14461.41993379544,10409.993221019036
29,3,10922.978291046977,9632.72719467761
29,4,12248.026386977886,8892.96861136953
29,5,16223.86665069215,9375.678246989955
29,6,16321.73462066831,11076.210892073115
29,7,10884.190175520369,7490.831417434334
29,8,12169.372351308723,11371.40424329834
29,9,12139.887137311298,10842.284499566125
29,10,16935.39195798385,11149.001745795786
29,11,12037.11899012715,9565.015085592677
30,0,17489.085583259435,9055.773197496002
30,1,10431.784414160069,8371.8272374169
30,2,9784.63276737715,9772.401111944922
30,3,14111.922960697986,10528.607954053226
30,4,16264.062759295648,12953.616613942322
30,5,13416.750413948626,9454.846568407127
30,6,21582.865885143314,11664.011055833456
30,7,13018.09594773868,9039.38455356691
30,8,14542.261132094725,11084.180205691817
30,9,12544.954379950397,9325.559976708591
30,10,16447.60141750866,10340.774436363754
30,11,13766.374605463405,9750.110337545782
31,0,11757.476550055728,9785.026660299463
31,1,11570.053928962812,9878.812779961367
31,2,14689.596800875272,9893.573198494183
31,3,12305.861385675238,8759.657480060441
31,4,13779.225679625933,7768.19266822049
31,5,11723.040312025727,9422.720907480745
31,6,14079.398944793853,9732.823508111947
31,7,14345.813272105228,9295.14150421643
31,8,15711.974604085477,9478.830611739908
31,9,11823.47457276897,9209.182747231553
31,10,12011.99713704184,7493.117273081902
31,11,9172.184329374033,9940.319125401204
32,0,12596.57865829075,9064.96059142688
32,1,10182.35222007665,10064.405335595393
32,2,12273.423056831256,9422.418639646785
32,3,11840.934567169406,11162.007440637502
32,4,16842.649346558188,10555.709577302481
32,5,13461.829746017353,9393.09149869902
32,6,7443.263087628,8187.507990285452
32,7,14867.05586361426,10739.227555774365
32,8,14995.42332991583,10796.559188361738
32,9,15619.221733721752,8318.912344814222
32,10,13344.940056732463,9773.503472241604
32,11,12833.936449767112,9850.141144875219
33,0,16695.686675700494,11021.025917236348
33,1,13681.792753877535,10030.488085782094
33,2,10105.511989873461,8485.891833751117
33,3,13877.448361209656,9707.936847224473
33,4,10705.644075237204,8494.846661412263
33,5,12396.802095324341,10339.898257361852
33,6,14278.908856594291,7484.386429777995
33,7,14050.713239354527,10408.199265813502
33,8,11520.962765377284,11220.01769155695
33,9,11809.111587342819,7650.590070504279
33,10,14827.97707199416,8595.608569511856
33,11,9377.358238116984,10930.565478140074
34,0,14041.916107684245,9533.325097891142
34,1,12606.170338834387,10554.39417647789
34,2,13091.055899883397,11017.431847732989
34,3,12609.79762293454,9303.894742603316
34,4,9988.614385096293,9971.65125623106
34,5,13288.315098781384,8533.642784659583
34,6,12592.969960230397,9239.968082653293
34,7,12476.080156888229,8892.795403041895
34,8,13946.340954947198,9649.40502331742
34,9,8654.493279214948,10297.818221722859
34,10,11788.336180315124,10818.767779318041
34,11,16050.44400329915,11862.989637190363
35,0,9745.046185870999,10420.599612441605
35,1,12209.120281999736,10367.074240177906
35,2,15222.761379270327,10355.7134550698
35,3,13689.863202530778,8575.851519000758
35,4,15840.481940833832,8881.427906679943
35,5,11080.33283947184,9722.557202437538
35,6,10353.044522682629,9955.126137290652
35,7,16589.04989350652,8951.133462857428
35,8,11772.142160728106,9406.98978097925
35,9,10234.91964706965,6097.616446373778
35,10,12037.238559746122,9142.147212267198
35,11,9295.167419323163,9323.278478397508
36,0,14984.809959513172,10515.021257401035
36,1,10693.545482179914,8483.738108137331
36,2,12152.449825968579,7928.733649618813
36,3,14204.771150293991,11381.354657124059
36,4,12760.136750971618,11986.543921059087
36,5,12915.514211398864,9516.7498667785
36,6,11861.537541784925,7761.108061387247
36,7,13827.119293724503,10133.493293119169
36,8,7968.174614669295,8865.408616789216
36,9,16466.800840206175,11730.460541251827
36,10,14630.197065049255,8804.549759704958
36,11,12224.941031548737,6641.668137674235
37,0,9129.974460150795,11327.225150759868
37,1,14755.289717705642,10644.75177215038
37,2,13637.409736547886,9264.58944925938
37,3,7786.957677980511,8782.189786157322
37,4,13977.589840232315,9090.998247781681
37,5,10638.700676318362,10554.866359157819
37,6,10570.905304856125,10328.324159354555
37,7,5648.594933441058,9723.156552773124
37,8,12660.893438994139,7772.872530504492
37,9,11981.872101129526,10316.388767685614
37,10,17556.63778098367,9742.56268319716
37,11,16523.17021434515,8312.047919566585
38,0,11406.733036520136,7576.170038470792
38,1,6718.466573296148,8158.788320343382
38,2,8609.460012633353,10123.869388921876
38,3,11932.063981660596,10928.502752484466
38,4,12200.69564941613,10399.667527698277
38,5,7419.745577072959,8658.851774465249
38,6,13430.56113543063,10759.42550841421
38,7,14030.518593714029,10435.285845947223
38,8,13302.442514532037,8636.85938052496
38,9,9657.460767648057,9035.579591737107
38,10,10378.890994229538,10940.499201593655
38,11,11264.547530644402,9862.569218697006
39,0,8160.536949505885,8735.136695976727
39,1,11171.980145543379,10591.213013954613
39,2,14005.596613528975,9936.50110863749
39,3,11219.281738178022,9220.721774300335
39,4,6515.175547336148,9079.754431104217
39,5,11879.174033315141,12284.57123966478
39,6,12568.806549337662,9579.0769016434
39,7,15454.373094085904,8575.442658630038
39,8,15029.53375126066,11123.105981519053
39,9,11805.075744741482,9925.719608498364
39,10,17201.03829453373,8304.709552066108
39,11,14733.060391751987,10285.849140271228
40,0,10286.737898209512,10013.358574301335
40,1,14383.473895650995,11268.338168639202
40,2,14071.847703117046,8324.88445136499
40,3,11702.09491192797,9766.302646087372
40,4,9415.789635194506,8299.004730225024
40,5,12301.848787723358,8680.488917305976
40,6,14828.015811881407,7623.378118241505
40,7,17615.750779775783,11330.32795989937
40,8,13877.095791504378,7790.3679352816025
40,9,14682.582077515473,11534.815294913351
40,10,13369.04322269998,9496.208604556188
40,11,10276.119597452192,9361.2829557273
41,0,13298.89786790534,8004.8539051026655
41,1,9861.083436626197,9698.13480911876
41,2,14067.588343394777,10394.857143071999
41,3,10111.154860205823,7523.0416032384455
41,4,8458.693718220038,9249.116361116729
41,5,12708.437142390863,10820.395185161964
41,6,14034.174336512866,8292.726111618076
41,7,12492.821945912463,9551.514597176241
41,8,10306.54721379073,8723.803311606447
41,9,16363.273065180127,9466.257612954316
41,10,17295.154717355308,7071.372992729194
41,11,10426.436767772,8414.61006823714
42,0,21091.0244635642,10551.569342864826
42,1,13645.54862917887,12117.500912215102
42,2,12184.07335982477,10859.295018267094
42,3,12915.440000996305,10570.530471738895
42,4,12247.481718754985,10121.315388145682
42,5,7933.8884865422815,9687.4654890491
42,6,10066.146136424124,9678.389696087936
42,7,13441.39962194081,9439.214491364291
42,8,13159.390137447654,11553.843614189178
42,9,16608.527597275093,10782.739210203958
42,10,14062.311031870815,7655.0197590294365
42,11,15182.997378413413,9137.522164964492
43,0,17404.656339443154,7979.84499871281
43,1,13394.880872583379,9437.075400135956
43,2,12178.968187962297,8147.4874259567805
43,3,9109.528042445732,7602.4317739474145
43,4,18373.084603367777,10305.598647662813
43,5,12891.450449663957,11478.453534401344
43,6,14315.831394335071,9914.691628012239
43,7,6845.669613839405,8668.622175128941
43,8,5936.420414664299,9047.183456786526
43,9,15972.258453670263,10693.160759387101
43,10,9482.448737428165,10973.076089237156
43,11,14644.883950939931,10240.662410020155
44,0,14971.377546300471,10667.465372540755
44,1,10932.779859013173,10769.780256499918
44,2,14460.732111142157,7554.401296355475
44,3,10843.65984626446,8965.659614626673
44,4,15757.733300909144,10542.197843223945
44,5,9298.403992225241,9369.696485571414
44,6,12474.25918065393,7799.1597451710595
44,7,14226.45427677254,8884.311463723863
44,8,13345.35121418365,9173.242497038935
44,9,12619.264712246078,9007.10796256498
44,10,13314.54477960058,8328.075209299092
44,11,7789.413883751507,5909.608086178907
45,0,11141.681155236238,11486.538943409672
45,1,15484.095035510247,9399.838055308279
45,2,12678.429595176483,8933.633611226594
45,3,9065.86986568924,9812.540983461771
45,4,16741.608765104935,8405.850213919244
45,5,7430.615696419065,9571.820587939803
45,6,12483.610092752844,8225.447449005973
45,7,13005.735351589286,9606.699427038055
45,8,10395.083510448623,9100.875369256679
45,9,10400.1941103346,10872.183819769936
45,10,8312.065819385933,9639.436610527015
45,11,15761.826267076993,8341.211786819571
46,0,13805.176169985467,10179.690425347544
46,1,17273.866478374817,8802.643680473364
46,2,13401.929741404263,8068.069691626875
46,3,13734.965467415166,8084.466953809564
46,4,12424.488661973312,10777.98009569549
46,5,12922.652541421736,10975.349410554194
46,6,14340.43481727342,9382.420436774004
46,7,18787.09035377109,11204.969107408308
46,8,14784.299619682772,10428.818505269783
46,9,10221.807893008336,10341.058019892986
46,10,9201.659857446535,10660.74467817296
46,11,6120.814683861573,9727.52798482293
47,0,13068.302276981824,10431.992680969623
47,1,12588.447245674208,9411.056138238579
47,2,16700.310833830885,9804.634566653072
47,3,11210.858327458234,9270.317455807519
47,4,10237.294498324402,7621.559499565214
47,5,15538.17035812017,7045.092323283456
47,6,17271.4825032975,9765.137736035187
47,7,14860.328688762753,8568.404848985463
47,8,12742.993386336659,13064.270122983522
47,9,11064.375427744666,9289.304627579615
47,10,21426.281578956514,9381.249915870743
47,11,17024.269872698278,9723.08855817951
48,0,11832.584855057285,9579.54438039553
48,1,15201.69439284006,9984.797823401197
48,2,11156.112964442911,9743.365023381195
48,3,13760.54994334731,8132.034128883941
48,4,13854.885224014304,9673.035137239202
48,5,11083.766438667803,9995.034460487706
48,6,11474.639566896736,9020.588760109007
48,7,18529.21546524605,8761.488363098137
48,8,8363.983839914792,10647.44599172724
48,9,13079.834901054232,8870.209104837933
48,10,12098.406967541678,9634.960706716403
48,11,14023.069017557253,12148.618612778107
49,0,18092.215812668863,11317.198211459505
49,1,15055.79298817922,9216.67376827333
49,2,14353.081663840767,7395.474741897902
49,3,16806.284708683117,9245.510582092513
49,4,14283.71265064981,8342.189875336937
49,5,11440.99272971027,8952.560236479401
49,6,14151.082976854426,8412.571339669983
49,7,8865.728874572673,10039.6382419982
49,8,18451.633625759776,8869.053260697501
49,9,14030.930038708842,8125.0219212113625
49,10,11903.771349300228,9979.56879623288
49,11,16229.710798371592,11287.570201632803
50,0,11130.897925154071,10073.141563232715
50,1,10050.665819656779,9885.322462247008
50,2,11357.341734748254,9612.501500565857
50,3,16147.364466330946,10142.386623412069
50,4,10965.916546612216,10691.780750015507
50,5,12128.509552352329,9232.025210957905
50,6,11051.118871201072,7480.096001094671
50,7,17916.728397934115,8980.934454584809
50,8,6785.48886725679,9786.564835985559
50,9,15295.521142353622,9768.262330346986
50,10,7780.462720176507,9183.300811389025
50,11,14406.841526980872,7619.47447552306
51,0,13647.723310089234,9332.838548504082
51,1,13694.848018886565,10746.707514936978
51,2,11383.918371628662,8740.824672627445
51,3,9662.312003209805,6329.186584423865
51,4,11138.217085487813,9504.613662271238
51,5,12615.909755139615,8241.36998175785
51,6,14020.618393060706,9873.544800736821
51,7,8583.727663400226,9632.273734811655
51,8,15543.61154677885,11496.860318483397
51,9,13034.655269713501,10972.234121396852
51,10,12976.530689396628,9188.606939507297
51,11,18504.29144474069,11107.048326689363
52,0,10932.72313238292,9400.795043900547
52,1,15368.335961464618,12794.811013512612
52,2,9673.664298578577,11042.078049986834
52,3,13396.819080863324,9632.039064693401
52,4,7902.056430395919,10556.952253824707
52,5,12347.164574412716,10068.555467738352
52,6,12961.93723121063,9990.976049122768
52,7,12610.429534493544,9281.92216991193
52,8,11637.267225335741,10087.02634618707
52,9,10592.399115691185,9223.183540405273
52,10,12277.700960453329,10535.430695256247
52,11,12927.847975627014,10996.661870922591
53,0,11864.252780361432,12058.685879518322
53,1,8527.076550817748,9644.03356781909
53,2,8365.416858017588,9366.551768092228
53,3,13910.685620612288,11152.818464146727
53,4,17536.038413508115,9532.15918755121
53,5,15372.113547329165,8007.660401870413
53,6,11370.758885173895,9380.28843997988
53,7,10467.990625893146,14082.374227311611
53,8,15573.749631336294,10139.325797016734
53,9,13011.873779073792,9318.95478913251
53,10,12026.977633636934,8291.800814618247
53,11,11879.58222891527,8307.774429307825
54,0,12533.847583848183,9935.321128554031
54,1,14960.133507875391,10933.611038357783
54,2,10724.177719547171,10151.97167076316
54,3,12014.697672892786,8486.307799777578
54,4,8168.6214185396175,9671.611060526055
54,5,13819.22641623512,9673.441158193213
54,6,11795.896579826433,10098.79568133707
54,7,12077.097357294506,8928.05298647784
54,8,13359.039806762597,10703.11536246353
54,9,11798.771549535297,8843.800827300698
54,10,18215.927425167283,8720.025417219786
54,11,15869.333754060199,10089.542094652395
55,0,10285.729940430392,9688.286116152836
55,1,17497.30658220344,8748.416215916883
55,2,13857.415886947052,8599.347512113696
55,3,12065.112831954848,10533.353309182925
55,4,10210.74487294191,12374.369352953636
55,5,10544.726367157637,7992.893528400873
55,6,8066.4916924363415,10627.509179283119
55,7,14076.929364811707,10608.489173806138
55,8,16522.207226116272,11470.582529130685
55,9,14031.704506340704,9152.744461355222
55,10,12455.30941480338,9720.261103776296
55,11,13231.496505137246,9031.208345326955
56,0,13701.053588811666,7496.020002688677
56,1,9906.514457111654,8654.544492324743
56,2,9069.654687161234,9829.30031725776
56,3,17463.49768396892,11160.69392390942
56,4,11249.318243390968,10711.253629725466
56,5,13212.849316033773,8707.9770521653
56,6,14362.311149821184,10196.741715218453
56,7,15093.30441557252,11952.873378269753
56,8,10248.153366150926,8886.933482634526
56,9,11837.87663267947,10933.158410601995
56,10,11366.090513712245,10505.151650361897
56,11,15774.943495811869,9273.911496101742
57,0,12473.257514138231,10362.94514678399
57,1,10433.986364464217,8059.476333374991
57,2,12685.658214591256,12249.61244373454
57,3,17120.858581619057,9053.479186096358
57,4,10142.393289675785,7410.408397884996
57,5,14193.380097796755,9866.305930536973
57,6,9959.365725475613,7849.075249521224
57,7,15127.038408745851,12886.97624452343
57,8,13620.260934523272,10578.347598261375
57,9,12637.381046923923,9158.191936983261
57,10,15627.200398939602,8347.1283743062
57,11,14066.703005633022,10871.297102355464
58,0,17688.662121099132,8714.003039337496
58,1,13080.052425586062,7877.155854184826
